track_name,artist_name,artist_count,released_year,released_month,released_day,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,number_characters
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,88843100,108,G,Minor,96,71,42,57,0,8,9,4
favorite crime,Olivia Rodrigo,1,2021,5,21,266477303,173,A,Major,40,19,29,86,0,34,4,14
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,143724164,101,C#,Major,67,40,90,3,0,34,6,7
The Business,Tiï¿½ï¿½,1,2020,1,1,273606318,120,G#,Minor,80,24,62,41,2,11,23,12
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,289382500,133,C#,Major,75,96,61,0,0,18,4,21
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,89729886,158,G#,Minor,46,62,83,53,0,97,28,20
The Feels,TWICE,1,2021,10,1,117614761,120,A,Major,81,92,90,9,0,8,7,9
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,128146133,102,G,Major,74,45,89,5,0,26,13,6
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,145354550,124,G#,Minor,79,79,84,2,0,5,5,37
Pope Is a Rockstar,SALES,1,2016,4,20,20980136,90,E,Minor,73,31,45,85,24,11,3,18
2055,Sleepy hallow,1,2021,4,14,212348854,161,F#,Minor,78,65,52,46,0,12,31,4
Bored,Billie Eilish,1,2017,3,30,117885628,120,G,Major,60,11,33,90,0,8,5,5
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,236892456,150,E,Minor,78,47,70,18,0,15,9,22
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,120782254,105,G#,Major,76,58,84,10,0,13,10,8
Every Summertime,NIKI,1,2021,8,10,98684052,79,F#,Major,63,76,67,38,0,6,4,16
Talking To The Moon,Bruno Mars,1,2010,10,4,86185709,146,C#,Minor,52,7,61,51,0,11,3,19
you broke me first,Tate McRae,1,2020,4,17,303932565,124,E,Major,64,8,37,79,0,9,5,18
The Nights,Avicii,1,2014,1,1,159058113,126,F#,Major,53,66,85,2,0,24,4,10
Take My Breath,The Weeknd,1,2021,8,6,147128215,121,G#,Major,75,53,74,2,0,11,5,14
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,166592265,136,B,Minor,80,33,60,0,0,32,14,37
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,158436336,102,A,Minor,77,26,63,58,0,11,5,7
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,416010232,77,G,Major,73,54,74,23,0,41,23,48
Lucid Dreams,Juice WRLD,1,2017,6,15,346896719,84,B,Minor,44,22,48,38,0,33,24,12
Quï¿½ï¿½ Mï¿½ï¿½,"J Balvin, Maria Becerra",2,2021,1,28,245096383,102,G#,Major,89,77,82,3,0,17,11,16
All of Me,John Legend,1,2013,8,1,209174474,120,G#,Major,42,33,26,92,0,13,3,9
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,201944923,168,C#,Major,67,29,47,5,0,22,26,30
Bar,"Tini, L-Gante",2,2021,11,11,68335085,94,C#,Major,52,68,69,13,0,33,8,3
The Rumbling (TV Size),SiM,1,2022,1,10,35862546,145,G#,Major,41,65,88,0,0,26,5,22
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,190487934,134,C#,Major,71,14,61,1,0,23,33,33
Blessed-Cursed,ENHYPEN,1,2022,1,10,39055561,127,E,Minor,60,40,89,9,0,60,6,14
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,179716708,172,F#,Minor,74,79,66,11,0,8,16,8
Streets,Doja Cat,1,2019,11,7,180121451,90,B,Major,75,19,46,21,4,34,8,7
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,378122517,96,G,Major,57,30,40,38,0,26,3,7
Polaroid Love,ENHYPEN,1,2022,1,10,106743074,138,G,Minor,74,65,67,46,0,36,4,13
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,221603378,120,G,Major,72,67,72,0,0,13,4,46
Permission to Dance,BTS,1,2021,7,9,206846823,125,A,Major,70,65,74,1,0,34,4,19
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,293696043,123,D,Major,82,80,86,1,0,30,13,50
RAPSTAR,Polo G,1,2021,4,9,271134161,81,F#,Major,79,44,54,41,0,13,24,7
Memories,Maroon 5,1,2019,9,20,366128998,91,B,Major,77,60,32,84,0,8,5,8
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,75933640,84,G,Minor,56,61,76,10,0,14,11,8
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,27743676,115,F,Minor,90,74,54,16,0,13,28,27
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,87833077,122,F#,Minor,80,62,69,28,0,13,7,24
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,202704692,92,D,Major,85,92,54,16,0,29,7,9
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,60228029,90,F#,Minor,63,75,75,17,0,11,8,7
MAMIII,"Karol G, Becky G",2,2022,2,10,361878584,94,E,Minor,84,90,70,9,0,14,8,6
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,124420187,130,D,Minor,51,50,76,30,0,10,7,30
Boyfriend,Dove Cameron,1,2022,2,11,250637156,180,G,Minor,35,23,61,23,0,19,6,9
Light Switch,Charlie Puth,1,2022,1,19,252671789,184,F#,Major,69,91,63,11,0,9,31,12
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,54163995,147,G#,Minor,47,50,80,10,0,32,38,12
Brividi,"Mahmood, Blanco",2,2022,2,2,68214949,123,G,Major,52,44,60,40,0,26,3,7
Lost,Frank Ocean,1,2012,1,1,76305357,123,A#,Minor,91,49,61,3,0,17,22,4
she's all i wanna be,Tate McRae,1,2022,2,4,173314455,160,D,Minor,61,65,64,1,0,12,4,20
Ginseng Strip 2002,Yung Lean,1,2013,8,16,24141869,115,C#,Major,60,37,71,8,0,48,4,18
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,88684238,141,D#,Major,37,17,67,2,0,34,9,50
Notion,The Rare Occasions,1,2016,8,5,56399687,160,A,Major,31,30,88,7,0,8,8,6
Formula,Labrinth,1,2019,10,4,115457939,145,B,Major,57,23,66,4,6,15,4,7
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,84346869,95,F,Minor,84,49,72,8,0,15,8,7
Cigarettes,Juice WRLD,1,2021,12,10,63042943,160,D,Major,60,47,62,3,0,38,4,10
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,123927043,174,F,Minor,67,74,75,44,0,7,30,70
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,85981711,172,B,Minor,31,4,86,1,0,28,17,28
Mujeriego,Ryan Castro,1,2021,12,17,78883735,80,A,Major,76,92,62,6,0,8,13,9
HUMBLE.,Kendrick Lamar,1,2017,3,30,292494605,150,C#,Minor,91,42,60,0,0,9,12,7
Contection,"GODZZ__-, Zakaria",2,2020,1,16,304138951,166,A#,Minor,81,83,75,14,0,29,34,10
Swim,Chase Atlantic,1,2017,10,4,75627236,120,G#,Major,67,8,54,27,0,8,4,4
Numb Little Bug,Em Beihold,1,2022,1,28,130650876,85,G#,Minor,74,61,52,30,0,26,9,15
212,"Mainstreet, Chefin",2,2022,1,15,72285341,154,D,Minor,79,86,52,66,0,9,7,3
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,71325854,92,D,Minor,73,37,74,28,0,14,6,10
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,32680848,140,B,Major,89,75,70,6,0,13,5,6
Worst Day,Future,1,2022,2,11,25627034,89,C#,Major,65,60,60,11,0,10,40,9
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,77830341,135,F,Minor,89,89,86,16,0,8,5,7
Hrs and Hrs,Muni Long,1,2021,11,19,61655554,140,G#,Minor,51,66,53,60,0,11,18,11
Alien Blues,Vundabar,1,2015,7,24,44484061,82,D#,Major,47,44,76,8,91,9,3,11
Thinking Out Loud,Ed Sheeran,1,2014,1,1,249122424,79,D,Major,78,58,45,47,0,18,3,17
Still Don't Know My Name,Labrinth,1,2019,10,4,117336296,88,F,Major,31,31,63,47,27,21,12,24
Christmas Tree,V,1,2021,12,24,107998452,139,F,Major,44,18,38,70,0,12,4,14
When I R.I.P.,Labrinth,1,2019,10,4,42381569,80,G#,Minor,39,45,55,73,0,9,21,13
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,41082112,120,C#,Minor,84,54,51,47,0,12,40,21
Forever,Labrinth,1,2019,10,4,58862022,80,E,Minor,56,19,46,92,72,11,3,7
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,32717900,117,C#,Major,92,62,86,11,0,24,24,20
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,517037173,117,A,Minor,76,77,52,4,0,8,3,9
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,96015474,140,F,Minor,62,46,73,10,0,67,11,14
Adore You,Harry Styles,1,2019,12,6,299465376,99,G#,Major,68,57,77,2,0,10,5,9
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,195533646,93,C#,Major,74,59,87,3,0,8,5,8
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,151315358,124,G,Major,81,68,63,17,0,10,22,12
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,382238407,95,G#,Major,76,96,70,18,0,33,4,26
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,344649843,96,A#,Minor,87,82,53,10,0,5,8,22
Envolver,Anitta,1,2021,11,11,185716855,92,E,Minor,81,40,73,15,0,9,8,8
Starlight,Dave,1,2022,3,3,115883983,124,G,Major,95,36,37,35,0,10,28,9
Hati-Hati di Jalan,Tulus,1,2022,3,3,102352087,72,F#,Major,64,76,44,70,9,12,4,18
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,105123815,135,A,Minor,78,55,57,4,0,10,8,10
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,47781310,71,C#,Minor,59,70,74,56,0,11,40,39
Jordan,Ryan Castro,1,2021,4,30,133978894,180,A#,Minor,80,71,68,6,0,10,37,6
Nail Tech,Jack Harlow,1,2022,2,18,97689134,150,E,Minor,65,11,58,0,0,12,9,9
Chale,Eden Muï¿½ï¿½,1,2022,2,18,151322295,189,G#,Major,55,86,44,40,0,7,4,5
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,161477303,140,G,Major,59,73,45,44,0,34,3,22
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,77386618,104,D,Minor,80,24,65,2,0,9,4,12
this is what falling in love feels like,JVKE,1,2021,9,3,117691002,129,B,Major,42,33,44,62,0,8,6,39
La Zona,Bad Bunny,1,2020,2,29,80515800,94,C#,Minor,76,81,80,20,0,25,4,7
Hope,XXXTENTACION,1,2018,3,16,210273196,146,A,Minor,59,23,46,66,0,15,6,4
Levitating,Dua Lipa,1,2020,3,27,205317244,103,F#,Minor,69,90,88,5,0,29,8,10
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,197598279,124,D,Major,53,66,78,0,0,16,5,23
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,226374787,164,A#,Minor,70,71,58,24,0,7,13,18
Monï¿½ï¿½y so,YEAT,1,2021,9,10,89690614,138,D,Major,69,35,57,12,0,10,9,13
Demasiadas Mujeres,C. Tangana,1,2020,10,8,87431130,126,A,Minor,67,37,46,13,0,10,39,18
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,334071747,103,B,Minor,61,47,65,3,0,17,4,24
Closer,"The Chainsmokers, Halsey",2,2016,5,31,347024165,95,G#,Major,75,64,52,41,0,11,3,6
O.O,NMIXX,1,2022,2,22,68399340,200,B,Minor,39,28,77,4,0,6,29,3
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,49288109,98,F#,Minor,68,33,43,38,0,36,14,11
First Class,Jack Harlow,1,2022,4,8,350735159,107,G#,Major,91,32,56,3,0,11,10,11
Fuera del mercado,Danny Ocean,1,2022,2,17,212789338,92,G#,Major,45,27,67,32,0,13,14,17
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,176621818,90,G,Major,81,59,83,9,0,11,5,13
When You're Gone,Shawn Mendes,1,2022,3,31,128835785,147,F,Major,60,58,69,2,0,58,4,16
In My Head,Lil Tjay,1,2022,4,1,96445544,143,C#,Major,68,41,55,16,0,10,12,10
Wait a Minute!,Willow,1,2015,1,11,111092557,101,D#,Minor,76,63,71,3,0,10,3,14
LOVE DIVE,IVE,1,2022,4,5,154414335,118,C#,Minor,70,54,71,0,0,33,4,9
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,137867724,98,G,Minor,83,63,74,14,0,16,6,9
Chance,Paulo Londra,1,2022,4,6,45231073,138,C#,Minor,72,22,46,24,0,9,6,6
Cool for the Summer,Demi Lovato,1,2015,1,1,81425575,114,F,Minor,59,30,62,1,0,8,4,19
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,38115472,180,G,Minor,63,45,64,34,0,9,8,26
Angel Baby,Troye Sivan,1,2021,9,9,139015634,145,B,Major,56,41,57,1,0,13,3,10
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,94825127,115,G#,Minor,78,63,64,1,0,7,4,7
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,90148724,82,A#,Major,79,48,84,13,0,21,23,19
Right On,Lil Baby,1,2022,4,8,51398906,166,D,Major,70,22,61,2,0,10,34,8
That's Hilarious,Charlie Puth,1,2022,4,8,73913356,108,F#,Major,71,55,44,74,0,11,6,16
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,63854194,84,E,Minor,71,63,45,45,0,11,3,12
RUMBATï¿½,Daddy Yankee,1,2022,3,25,79785276,95,D#,Minor,69,90,91,6,0,35,4,9
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,89026840,135,D#,Minor,93,77,45,25,0,13,27,20
Falling,Harry Styles,1,2019,12,13,212903666,110,E,Major,57,6,27,84,0,9,3,7
Fim de Semana no Rio,teto,1,2022,3,30,70292851,119,C#,Minor,87,28,50,12,0,10,10,20
MANIAC,Stray Kids,1,2022,3,18,107178634,120,C#,Major,58,71,80,15,0,7,41,6
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,229609538,122,D,Major,86,97,80,36,0,9,6,31
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,99810083,98,F,Major,78,83,75,41,0,27,8,22
Golden,Harry Styles,1,2019,12,13,167922984,140,E,Minor,45,25,84,21,0,13,6,6
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,93633155,116,F#,Minor,79,87,81,4,0,10,4,22
Ain't Shit,Doja Cat,1,2021,6,25,169912482,124,D#,Major,86,62,49,51,0,35,21,10
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,61027794,105,A,Minor,91,73,72,13,0,9,15,34
Still Life,BIGBANG,1,2022,4,5,27224109,118,G#,Major,68,24,58,44,0,6,3,10
Photograph,Ed Sheeran,1,2014,6,20,244327116,108,E,Major,61,20,38,61,0,10,5,10
Love Yourself,Justin Bieber,1,2015,11,9,255232218,100,E,Major,61,53,38,84,0,28,44,13
N95,Kendrick Lamar,1,2022,5,13,152127204,140,D#,Minor,81,39,66,38,0,12,14,3
About Damn Time,Lizzo,1,2022,4,14,365566588,109,A#,Minor,84,72,74,10,0,34,7,15
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,119862268,101,C#,Minor,78,40,74,36,0,17,27,8
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,233086985,78,F,Major,56,61,90,36,0,18,31,20
United In Grief,Kendrick Lamar,1,2022,5,13,79233626,87,G#,Major,52,32,83,24,0,17,43,15
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,64291114,153,A#,Minor,55,50,78,19,0,11,35,26
Rich Spirit,Kendrick Lamar,1,2022,5,13,87719549,96,A#,Minor,85,41,43,39,0,12,21,11
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,154353350,85,A#,Major,71,43,65,23,0,9,5,20
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,62224421,140,C#,Minor,92,78,57,46,0,14,9,11
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,242226027,196,B,Minor,66,58,79,23,0,22,20,12
Count Me Out,Kendrick Lamar,1,2022,5,13,63726486,134,G,Major,78,51,43,69,0,14,9,12
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,173748163,103,C#,Minor,80,45,62,76,0,10,38,6
Dos Mil 16,Bad Bunny,1,2022,5,6,170903055,130,C#,Major,82,50,67,12,0,13,5,10
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,34792288,108,B,Major,65,52,69,31,0,8,36,15
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,43519315,123,G#,Major,61,66,71,53,0,32,46,6
Un Coco,Bad Bunny,1,2022,5,6,203631869,152,B,Major,84,74,69,21,0,18,6,7
Otro Atardecer,"Bad Bunny, The Marï¿½ï¿½",2,2022,5,6,161371057,108,D,Major,78,55,60,59,0,7,4,14
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,31178608,72,A#,Minor,56,56,47,76,0,8,36,18
Aguacero,Bad Bunny,1,2022,5,6,143096329,121,F#,Minor,86,67,65,42,0,35,7,8
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,38800084,138,D#,Minor,57,71,82,19,0,15,29,13
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,143082744,188,F,Minor,50,41,50,69,0,12,6,16
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,155414999,110,C#,Major,80,26,85,23,0,11,21,10
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,141267613,105,G#,Major,81,77,79,19,0,47,8,19
El Apagï¿½,Bad Bunny,1,2022,5,6,107237669,118,G#,Major,63,60,70,5,0,9,31,10
Callaita,"Bad Bunny, Tainy",2,2019,5,31,271400230,176,D,Major,61,24,62,60,0,24,31,8
Dua Lipa,Jack Harlow,1,2022,5,6,76002962,158,B,Major,83,41,65,0,10,11,8,8
Agosto,Bad Bunny,1,2022,5,6,124294517,115,C#,Minor,85,72,58,9,0,49,12,6
House Of Memories,Panic! At The Disco,1,2016,1,15,78058738,110,B,Minor,51,48,82,0,0,5,3,17
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,29637139,174,A,Major,73,26,54,30,0,34,32,10
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,107115108,130,E,Major,91,91,96,3,0,3,9,37
In The Stars,Benson Boone,1,2022,4,29,193010743,78,A#,Major,36,30,54,34,0,14,5,12
Rich - Interlude,Kendrick Lamar,1,2022,5,13,20811087,104,G,Major,44,74,42,88,0,9,9,16
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,116987196,121,G,Major,64,80,88,0,0,12,6,10
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,27133234,105,D,Major,83,32,82,14,0,12,4,27
Thousand Miles,The Kid Laroi,1,2022,4,22,123594233,81,G,Major,38,20,66,9,0,9,8,14
Crown,Kendrick Lamar,1,2022,5,13,21455206,170,C#,Minor,37,14,24,80,0,11,4,5
Auntie Diaries,Kendrick Lamar,1,2022,5,13,19077978,78,G,Major,43,60,38,76,1,48,38,14
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,128380415,125,G#,Major,88,28,66,6,0,13,31,17
Mirror,Kendrick Lamar,1,2022,5,13,27069731,92,E,Minor,66,29,65,23,0,8,7,6
Beautiful Girl,Luciano,1,2022,4,22,80818010,140,B,Minor,84,61,42,31,0,9,9,14
Savior - Interlude,Kendrick Lamar,1,2022,5,13,18731239,118,F,Minor,66,83,43,84,0,19,19,18
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,143546117,92,B,Minor,71,67,60,7,0,6,4,7
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,16857628,140,G#,Minor,49,50,37,87,0,11,35,49
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,93234340,174,C#,Major,68,45,71,18,0,11,25,13
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,151996415,127,A#,Major,77,53,78,19,0,29,4,17
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,61144303,96,B,Major,71,37,52,62,0,11,36,21
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,53994420,150,G#,Minor,82,82,66,13,0,11,6,26
ZOOM,Jessi,1,2022,4,13,69183111,100,F#,Major,87,46,60,1,0,13,16,4
SloMo,Chanel,1,2021,12,24,22346207,105,C#,Minor,73,59,81,13,0,9,6,5
FEARLESS,LE SSERAFIM,1,2022,5,2,115896377,104,G,Major,86,43,62,5,0,13,14,8
10 Things I Hate About You,Leah Kate,1,2022,3,23,93703157,154,G#,Major,54,45,79,1,0,17,5,26
SPACE MAN,Sam Ryder,1,2022,2,22,27614700,80,B,Major,47,33,83,18,0,10,5,9
With you,"HA SUNG WOON, Jimin",2,2022,4,24,121492881,150,D#,Major,53,14,43,64,0,13,3,8
The Heart Part 5,Kendrick Lamar,1,2022,5,8,36068766,98,G#,Minor,76,79,81,18,0,6,34,16
San Lucas,Kevin Kaarl,1,2019,11,7,50956843,92,G,Major,58,27,36,86,0,9,3,9
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,66746825,144,E,Major,47,7,50,32,0,7,4,30
Good Looking,Suki Waterhouse,1,2017,10,20,27995916,150,E,Major,37,27,56,8,0,13,3,12
Flowers,Lauren Spencer Smith,1,2021,8,9,62845010,138,D#,Major,70,31,44,84,0,9,39,7
Yet To Come,BTS,1,2022,6,10,152513303,172,C#,Major,56,68,89,4,0,33,19,11
Run BTS,BTS,1,2022,6,10,167094925,77,G#,Major,72,70,82,2,0,4,17,7
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,169040398,107,B,Major,72,36,72,26,6,11,4,28
Matilda,Harry Styles,1,2022,5,20,184938240,114,D,Major,51,39,29,90,0,10,4,7
For Youth,BTS,1,2022,6,10,57845870,117,D,Major,63,29,51,43,0,25,4,9
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,226492845,160,G#,Minor,80,74,60,8,0,14,26,57
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,69021611,120,G,Major,88,15,56,1,0,8,6,16
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,96265615,100,B,Minor,82,76,70,16,0,8,5,35
Born Singer,BTS,1,2022,6,10,39943098,158,G#,Minor,60,68,84,4,0,24,11,11
Little Freak,Harry Styles,1,2022,5,20,137963269,142,D#,Major,56,40,54,72,0,10,4,12
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,168238914,170,A,Minor,80,77,85,11,0,17,14,35
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,98425828,84,F,Minor,71,39,86,2,0,51,25,9
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,125498437,128,C#,Minor,82,42,75,6,0,63,6,47
Love Of My Life,Harry Styles,1,2022,5,20,118003948,118,G,Major,56,20,54,67,0,6,5,15
Grapejuice,Harry Styles,1,2022,5,20,100791848,183,F,Major,65,88,72,36,14,20,3,10
So Good,Halsey,1,2022,6,9,46349522,83,D#,Minor,63,29,62,4,0,18,4,7
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,193837107,122,C#,Major,85,42,80,6,0,17,14,12
Keep Driving,Harry Styles,1,2022,5,20,119210618,165,A,Major,72,90,48,32,0,18,23,12
Cinema,Harry Styles,1,2022,5,20,95564586,106,A,Minor,83,90,64,35,5,9,4,6
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,81226870,77,B,Major,81,68,58,83,0,11,34,26
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,64335763,91,G#,Major,57,30,89,10,0,33,8,28
Hold My Hand,Lady Gaga,1,2022,5,3,120366886,148,G,Major,51,21,63,5,0,41,3,12
Daydreaming,Harry Styles,1,2022,5,20,94790035,114,E,Minor,71,90,81,31,2,13,3,11
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,69858865,92,F#,Major,83,56,82,10,0,9,5,25
Me and Your Mama,Childish Gambino,1,2016,11,10,59674753,118,F,Major,56,25,45,1,3,7,3,16
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,144803387,123,E,Minor,60,46,71,3,0,16,4,22
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,196536872,89,D#,Major,52,28,48,54,1,19,3,24
Antes de Perderte,Duki,1,2022,6,2,79354143,110,F,Minor,81,61,93,49,0,12,11,17
295,Sidhu Moose Wala,1,2021,5,15,62316894,90,B,Minor,68,54,76,21,0,11,20,3
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,83252395,154,F#,Minor,70,97,62,47,0,10,4,24
BREAK MY SOUL,Beyoncï¿½,1,2022,6,21,179080497,115,C#,Minor,70,87,88,4,0,26,8,13
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,141257234,110,C#,Major,91,59,82,8,0,6,8,16
Massive,Drake,1,2022,6,17,98792444,125,E,Minor,51,5,68,12,2,15,6,7
Betty (Get Money),Yung Gravy,1,2022,6,10,111985196,102,C#,Major,73,62,75,0,0,34,8,17
Ojos Marrones,Lasso,1,2022,2,6,132956542,120,G#,Minor,81,72,65,4,0,14,4,13
POP!,Nayeon,1,2022,6,24,107820079,97,D,Major,80,36,86,4,0,3,5,4
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,65861781,140,F,Minor,44,41,92,0,0,44,7,5
MORE,j-hope,1,2022,7,1,78676844,97,D,Major,78,31,72,1,0,11,4,4
Last Last,Burna Boy,1,2022,5,12,148200545,88,D#,Minor,80,55,56,13,0,8,9,9
